FAQID,Question,Answer,Chat Scripts,Email Scripts,Voice Scripts,Gurucool Link,PCIR,Freshdesk Properties
DC_59,Can I unblock my Debit Card?,"Unfortunately, you cannot unblock your Jupiter Debit Card. We do this to safeguard Jupiter customers against fraud and misuse. 

You can apply for a new Debit plus ATM Card in the 'Card' tab.

Apply for a debit card: https://app.jupiter.money/debit-card/home?showAdvanceSettings=true",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_60,Will I need to approve the payment for any recurring/subsequent transactions via my Jupiter debit card?,"Your approval for any recurring/subsequent transaction will be required only if transaction amount is greater than the Maximum Amount or INR 15000.



The link for approval will be sent in the pre-debit notification on your registered phone number.



To approve the debit, you will need to enter your MPIN.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_61,Is AFA required for every recurring transaction of the Auto-Pay registered on my debit card?,AFA will be required on the recurring/future payments if the transaction amount is greater than the maximum amount or INR 15000.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_62,What happens if I suspend a token linked to my Jupiter debit card?,"On Suspending the token, you will not be able to use your card on the specific merchant till you reactivate the token. Your debit card transaction on the merchant will fail.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_63,What does the 'Freeze Card' option in Jupiter debit card do?,"Freeze Card' blocks your card temporarily. You won't be able to use your card for any transaction until you 'Unfreeze' it.

It is helpful in situations where you think you might have lost or misplaced your card.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_64,Can I re-activate my Jupiter debit card token?,You can only re-activate a Suspended token linked to your card by navigating to Card-->Settings--> Manage Card Tokens,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_65,Can tokens linked to different merchants be the same?,"No, token details linked to every merchant will be different",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_66,How will tokens be linked to my Jupiter Debit Card,"Whenever you save your Jupiter debit card with any merchant, a token will be created & linked to your Jupiter debit card.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_67,I have successfully paid the Debit Card fee but have not received details for my physical debit card?,"Your request for physical debit card is under process and you will receive the confirmation shortly. In case of any request failures, you will receive the refund of the Card Fee and will have to initiate a new request.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_68,How can I delete the token linked to my Jupiter Debit Card?,"You can delete the tokens linked to your Jupiter Debit Card by navigating to Card-->Settings--> Manage Card Tokens



On deleting the token, your card will be unsaved with the specific merchant and you will have to resave your card on the merchant's platform.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_69,Can I see the tokens linked to my blocked Jupiter debit card?,Can I modify any Auto-Pay via my Jupiter debit card on the app?,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_70,Will I need the token details to perform a transaction via my Jupiter Debit Card?,"No, you do not need the token details to perform any transaction from your Jupiter Debit Card. You can initiate the transaction by selecting your card from the Saved Card options at the merchant's platform",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_71,Is it unsafe to display the card tokens on the app?,You will not have access to the exact token linked to your Jupiter Debit Card to prevent any kind of misuse. You will be able to access the merchant details where your Jupiter Debit Card is saved. You can also Suspend or Delete the tokens linked to your card,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_72,Can I see the token number linked to my Jupiter Debit Card on the App?,You will not have access to the exact token linked to your Jupiter Debit Card to prevent any kind of misuse. You will be able to access the merchant details where your Jupiter Debit Card is saved. You can also Suspend or Delete the tokens linked to your card,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_73,How can I change my Jupiter Debit Card PIN?,"Don't worry! You can easily change your Debit Card PIN by clicking on ""PIN"" on the Card tab on the app.

Change Debit Card PIN: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_74,How can I suspend the token linked to my Jupiter Debit Card?,"You can only suspend an active token linked to your card by navigating to Card-->Settings--> Manage Card Tokens



On suspending the token, you will not be able to transact with your debit card on the specific merchant.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_75,How can I re-activate the token linked to my Jupiter debit card token?,You can re-activate a suspended token linked to your card by navigating to Card-->Settings--> Manage Card Tokens,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_76,"If I replace my existing debit card, will my debit card tokens remain active?","If you block your Jupiter Debit Card, all active tokens linked to your card will be permanently deleted & your card will be unsaved with the specific merchant within 24 hours. You will have to save your new Jupiter Debit Card details with the merchant on your next transaction.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_77,Can I get the list of merchants where Jupiter debit card token are saved ?,"The merchant details where you have saved your Jupiter Debit Card can be accessed in ""Card-->Settings--> Manage Card Tokens""",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_78,Are there any charges to upgrade from Virtual to Physical Debit Card?,You will be levied a one-time Card Fee of Rs. 300 (exclusive of GST) when you upgrade to a Debit cum ATM card.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_79,How do I pay the Debit Card Fee to apply for Physical Debit Card?,The Card Fee can be paid via Bank Transfer at the time of applying for Physical debit card. The payment can be made only via your Account.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_80,Can I cancel an Auto-Pay or subscription registered on my Jupiter Debit Card?,"Yes! You can cancel an Auto-Pay anytime. Once cancelled, future payments will not be processed and your service/ subscription will be cancelled.

Go to the 'Cards' tab --> Settings -> Manage Auto-Pay

Cancel auto-pay: https://app.jupiter.money/auto-pay/all-subscriptions",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_81,Can I avail DC rewards benefits again if my DC benefits was withdrawn once as I was not able to maintain my NRV > 10K in any month?,"Yes ofcourse! You will become eligible to earn rewards on Debit Card transactions and get upgraded to 'Pro' if you maintain monthly average balance of ?10,000 or above for 1 month.



Your NRV calculation is updated everyday to check it click here: https://app.jupiter.money/main?screen=Pro",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_82,I have successfully paid the Jupiter Debit Card fee but the request for physical debit card could not be processed?,"We apologise that we could not process your request due to technical issues. Your amount will be reversed to your account.

Please initiate a new request for Physical Debit Card.

Get a physical Debit Card: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_83,"My DC rewards expire this month, how do I continue earning rewards in the next month as well?","You will need to maintain a Net Relationship Value (NRV) of ?10,000 or above this month to upgrade to Pro and continue earning 1% Rewards on Debit card.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_84,Will I get alerts when transactions are made on my Jupiter debit card?,"Yes, you will get SMS alerts with transaction details every time a transaction is made on your debit card.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_85,How can I set a PIN for my Jupiter Debit Card?,"You can set/ reset your Debit Card PIN by clicking on ""PIN"" on the Card tab on the app.

Change Debit Card PIN: https://app.jupiter.money/debit-card/home",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_86,Do I need to submit a One Time Password (OTP) for every online purchase or transaction made on my Jupiter debit card?,"Yes, One Time password (OTP) is mandatory for all online purchases or transactions made on debit cards in India. For transactions outside India, OTP validation is not mandatoy and will be done if the merchant supports it.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_87,What do I do if my Jupiter Debit Card is not working at a particular merchant website or POS device?,"Please re-attempt the transaction after reseting the Debit Card PIN by navigating to Home -> Debit Card -> Advanced Card Settings -> Reset PIN

To do this now, click here: https://app.jupiter.money/debit-card/home?showAdvanceSettings=true

If the issue is still persists, we request you to please block your card and raise a request to reissue your Jupiter Debit Card through the Jupiter app. Block your current card by navigating to Home -> Debit Card -> Advanced Card Settings -> Block Card -> Block. For placing a request for re-issue of debit card click on Home -> Debit Card -> Apply for new Card.

If the issue is still persists with the new card, please connect with our support agent.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_88,What is 'Sleep Mode' on my Jupiter debit card?,"Sleep mode disables any transactions on your debit card every night from 12 AM-6 AM. When you enable 'sleep mode' it reduces the risk of any fraudulent transactions on your card so you can sleep peacefully.

To do this now, Click here: https://app.jupiter.money/debit-card/sleep-info",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_89,What can I do if I haven't received a refund for my Jupiter Debit Card transaction?,"Don't worry! Your money is completely safe. It takes up to 10 working days to process Debit Card refunds.

If you don't receive your refund after 10 working days, please chat with our experts.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_90,I am not able to use my Jupiter Debit Card on crypto exchanges like Binance. What should I do?,Jupiter debit cards are not allowed in any of the crypto-exchanges.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_91,What are the charges if a purchase transaction declines on my Jupiter Debit Card?,"For any purchase transaction declined due to Insufficient funds, Invalid CVV, Transaction Channel Deactivated, Withdrawal Limit Exceeded, Blocked Card, Incorrect PIN or Blocked due to Excessive PIN tries,

The following charges will be levied -
No charges for the first 2 transaction declines.
?100/instance for repeat declines with the same error in a calendar month.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_92,Why is my Jupiter Debit Card not working at an ATM?,"We're sorry to hear that! Jupiter Debit Cards work on all VISA-supported ATMs. Please check your transaction SMS to know why your transaction was declined.

Common decline reasons include incorrect PIN, frozen or blocked cards, insufficient funds or transaction channel disabled.

Jupiter supported ATMs: https://jupiter.money/atms-supported/",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_93,What do I do if I see a suspicious or unauthorized transaction on my Jupiter debit card?,"If you see an unknown or suspicious transaction on your debit card, please block your card immediately here. And please connect with our expert for further assistance.

Block Debit Card: https://app.jupiter.money/debit-card/advance-card-settings",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_94,Can I pause a subscription or Auto-Pay registered on my Jupiter debit card?,"Yes, you can pause the recurring/future payments on the app. Once paused, the subsequent due payment will not get processed, and your account will not get debited. To reverse this, you can resume the Auto-Pay.



To pause/resume any Auto-Pay, go to: Card -->Settings -> Manage Auto-Pay.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_95,How can I change the daily transaction limits on my Jupiter debit card?,"You can change the daily transaction limits on your debit card by navigating to Card-->Settings-->Manage Daily Limits.

To do this now, click here: https://app.jupiter.money/debit-card/daily-limits",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_96,How can I track transactions on my Jupiter debit card?,"You can view all transactions done on your account including the ones on your debit card under ""Recent Transactions"" on the home page.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_97,The payment of my recurring/subsequent transaction registered on my Jupiterdebit card has failed. What do I do?,"If the payment due on the recurring transaction has failed, your service might be put on hold. You will have to contact the merchant for renewing your service/subscription.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_98,What do I do if a transaction on my debit card failed but money was deducted from my account?,"Do not worry. We suggest that you wait for 5 working days after the date of the transaction to get a refund.

We would like to inform you that there is a procedure that every bank follows for the refund process, that's the reason we usually ask for 5 Working days, in this period we work on the refund process and try to refund it as soon as possible.

After 5 days If you haven't received a refund, chat with our expert",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_99,How can I activate/deactivate different types of transactions on my Jupiter debit card?,"You can activate/deactivate different types of transactions (ATM, Point-of-sale, Contactless or Online) for domestic and international usage by navigating to Card --> Settings --> Manage Transactions.

Manage Transactions: https://app.jupiter.money/debit-card/transaction-settings",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_100,What can I do if my Jupiter Debit Card is blocked after I've entered an incorrect PIN thrice in a row?,"Don't worry! In such a scenario your Jupiter Debit Card will be temporarily blocked till midnight due to security concerns. 

Your Card will be automatically unblocked after midnight. You can reset your Debit Card PIN via the 'Card' tab.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_101,Why did my Jupiter Debit Card transaction get declined?,"We're sorry to hear that! Please check your transaction SMS to know why your Debit Card transaction was declined.

Common decline reasons include incorrect PIN, frozen or blocked cards, insufficient funds, and disabled payment channels.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_102,What are eligible spends for the purpose of waiving off the annual fee on the Jupiter debit card?,"All successful domestic and international non-ATM debit card spends will qualify except Credit Card, loan repayments, online gaming, wallet transactions, etc.

Transactions Excluded: https://jupiter.money/terms-and-conditions/#debit-cards",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_103,How can I track the delivery status of my Jupiter Debit Card?,"You can track the delivery status of your Debit Card on the 'Card' tab. We also share delivery updates via SMS on your registered mobile number.

The tracking link will be available within 3 working days of placing the request.

Check debit card delivery status: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_104,What are the charges of a Jupiter Debit Card?,"There are no issuance or annual charges for a Virtual Debit Card. However, you will be levied with a one time Card Fee of Rs. 300 (exclusive of GST) when you apply for a Debit cum ATM Card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_105,What are the charges for replacement of a Jupiter debit card?,"There are no charges for the replacement of Virtual Debit Card. However, you will be levied with a one-time Card Fee of Rs.300 (exclusive of GST) if you re-apply for a Debit cum ATM Card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_106,If I block my Jupiter debit card will my Jupiter debit card tokens remain active?,"If you block your Jupiter Debit Card, all active tokens linked to your card will be permanently deleted & your card will be unsaved with the specific merchant within 24 hours. You will have to save your new Jupiter Debit Card details with the merchant on your next transaction.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_107,Can my Jupiter Debit Card be delivered to an address different from my communication address?,"Yes, you can change the shipping address for delivery while placing order for your Jupiter Debit plus ATM Card

Order physical debit card: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_108,What can I do if I've forgotten my Jupiter Debit Card PIN?,"Don't worry! You can easily change your Debit Card PIN by clicking on ""PIN"" on the Card tab on the app.

Change Debit Card PIN: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_109,I have successfully paid the Debit Card fee but have not received the tracking details for my physical debit card?,"You will receive the tracking details of your physical debit card once the card is dispatched.

Tracking details: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_110,Do I need to complete full KYC to get a Jupiter debit card?,"No, you can get your debit card before you complete your full KYC.

You start with a virtual debit card which can be used for online shopping when you open an account with Jupiter. You can also apply for a physical card to make offline purchases & to withdraw cash from any ATMs, within & outside India.

Get a Physical debit card: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_111,Can I modify any Auto-Pay via my debit card on the app?,"Yes, you can modify the Auto-Pay on the app.

You will be able to modify the maximum amount and end date of the subscription. You can also Cancel or Pause the Auto-Pay.

You can do the same by navigating to Cards --> Settings --> Manage Auto-Pay and select the subscription you want to modify.

To do this now, click here: https://app.jupiter.money/auto-pay/all-subscriptions",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_112,Will Auto-Pay remain active if I block my Jupiter debit card?,"No, the Auto-Pay will be cancelled if you block your Jupiter Debit Card.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_113,Can the Jupiter debit card annual fee be waived off?,"The annual fee will be waived off if:

- You make eligible spends of minimum Rs. 25,000 in the preceding one year, or
- You are a PRO or Salary Account member for any 6 months or more during the preceding 12 months",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_114,How will the annual fee be charged on Jupiter debit card?,The Jupiter debit card annual fee will be auto-debited from your Savings Account.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_115,Is it safe for merchant to store the token details linked to my Jupiter debit card?,The merchant will not save your Jupiter debit card details and just save the token details linked to your card. This ensure enhanced security to prevent your card from any data misuse,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_116,How do I report a lost or stolen card?,"If your card has been lost or stolen, please call us on 08655055086 or chat with our experts for further assistance.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_117,What are the annual charges for a Debit Card?,An annual fee of Rs. 199 (excluding GST) will be levied after 12 months of first card issuance date and once every year after that.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_118,What are the charges for international transactions on my Jupiter Debit Card?,"Forex fee depends on your account status:

- Savings Account - 3.5% forex fees on all ATM and non-ATM transactions
- PRO Account - 0% forex fees up to ?25,000 for non-ATM transactions; 3.5% forex fees on all ATM transactions
- Salary Account - 0% forex fees up to ?1,00,000 per month for non-ATM transactions; 3.5% forex fees on all ATM transactions

The Forex charges will be levied instantly on all international transactions and will be reversed, if applicable, on a weekly basis. Forex fee (for all users) levied on ATM transactions will not be reversed

Dynamic Currency Conversion (DCC) charges: You will be charged 1% DCC charges exclusive of GST on all international transactions if the spend is deducted in INR.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_119,Are there any charges for ATM withdrawals on my Jupiter Debit Card?,"Domestic Transactions:
- Unlimited free transactions at Federal Bank ATMs nationwide
- Basic & Pro users: 5 free transactions per month at non-Federal ATMs in metros, 3 free transactions per month in non-metros
- Salary users: 10 free transactions per month at non-Federal ATMs
- Once the free transactions at non-Federal ATMs are used, you will be charged ?21 for cash withdrawal and ?11 for non-financial transactions, exclusive of GST

International ATM transactions are chargeable at ?100, exclusive of GST.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_120,How can I get a new physical Jupiter Debit Card if my old card was lost/ got stolen?,"You can request a new Debit cum ATM Card by navigating to the 'Card' tab on the app. You will have to block your existing card before applying for a new one.

Request new Debit Card: https://app.jupiter.money/debit-card/home?showAdvanceSettings=true",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_121,Is Single Click Payment on my Jupiter Debit Card available on all e-commerce merchants?,"Currently, Single Click Payments is not available on your Jupiter Debit Card.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_122,I am unable to register my card for Single Click Payments ?,"Currently, single-click payments is not available on any merchant and hence, you will not be able to see the option on any merchant.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_123,How can I get my Jupiter Debit Card dispatched again?,"If you're eligible, you can place a re-dispatch request for a physical Debit Card by clicking on the bottom banner on the 'Card' tab.

Note that the Debit Card will be re-dispatched to the address entered when placing the initial Debit Card request.

Re-dispatch debit card: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_124,Can I cancel/pause an Auto-Pay or subscription registered on my Jupiter Debit Card?,"Yes! You can cancel/pause an Auto-Pay anytime. Once cancelled, future payments will not be processed and your service/ subscription will be cancelled.

Go to the 'Cards' tab --> Settings -> Manage Auto-Pay",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_125,How do I unfreeze my Jupiter debit card?,"You can unfreeze your debit card by navigating to the Card section and select the ""Unfreeze"" option.

Unfreeze Debit Card: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_126,What is Auto-Pay on Jupiter Debit Card?,You can set Auto-Pay while purchasing any online subscription through your Jupiter Debit Card. The future payments will be auto-debited from your card.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_127,Can I upgrade from a virtual to a Jupiter Debit cum ATM Card?,"Yes! You can upgrade to a physical Debit Card by placing the order via the 'Card' tab. A one-time fee of ?300 (plus GST) will be levied for ordering your physical Jupiter Debit Card

To upgrade, navigate to the 'Card' tab ->Settings -> Select 'Order a Physical Debit Card'

Upgrade to physical debit card: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
BT_01,Amount debited but my transaction still showing processing / Successful or beneficiary did not receive (within TAT) ,Generally will take XX number of days to complete the trasnaction and if anything goes wrong money should come back to source account hence need to wait ,,,,https://sites.google.com/d/1uSWExRXVrUDzsefV9DCcQRKsVLyLKmTC/p/1NUUBYRdw6apPNokZ_WzSYPLB7LLUFRkq/edit,"Child Ticket Creation:
A. Subject: Mention as per the issue
B. Service Type: Issue
C. Source: Banking
D. Group: Jupiter - Banking
E. Agent: Blank
F. Description:
    1. A/c No. of Jupiter user    2. CRN No.            3. Bank Transaction Reference No.:    4. Amount:            5. Date and time of transaction:            6. Issue description:G. Priority: Do not edit   

New Tagging
Service Type: Issue
Product-Category: BT - Outgoing txn 
Issue: NEFT/RTGS - txn failed / IMPS txn failed     
Resolution: L2C: IMPS txn failed issue / L2C: NEFT/RTGS - txn failed issue  
Status: Open",
BT_02,Amount debited but my transaction still showing processing / Successful or beneficiary did not receive (outside TAT) ,"Apology for incov, but since you have confirmed the transaction is success can you share the bank statement so I can raise the ticket to respective team once you share the bank statement and my team will take maximum of XX days to resolve post y sahre the statement",/BT_Outgoing_AmountDebited_TransactionSuccess_TATnotcrossed_InformCx,,,,Product-Category: BT - Outgoing txn ,
BT_03,Outside TAT,"Post the expected TAT :As the transaction is successful from our end, share the Bank reference number and request the customer to check with the beneficiary. If the amount is not credited, request to share the bank statement of the beneficiary  from the date of transaction until the date of complaint for us to take this forward. ",/BT_Outgoing_AmountDebited_TransactionSuccess_TATcrossed_AskforStatment,,,,Issue: NEFT/RTGS - txn failed / IMPS txn failed     ,
BT_04,Bank statement available,"Bank statement available : 
Inform about issue escalation & provide a TAT as below for us to revert with an update.
NEFT & RTGS : 2 WD
IMPS/ IFT : 15 WD",/BT_Outgoing_AmountDebited_TransactionSuccess_TATcrossed_ChildTicket,,,,Resolution: L2C: IMPS txn failed issue / L2C: NEFT/RTGS - txn failed issue  ,
,,,,,,,Status: Open,
